age,income,employment_status,credit_score,loan_amount,loan_term,existing_debts,payment_history,missed_emis,loan_approved,interest_rate
31,73496.73,3,632,27230.3,48,19525.79,86,1,1,11.63
44,50879.28,1,633,15238.51,60,3754.41,46,4,0,16.01
48,28855.37,3,828,16805.32,60,9281.95,99,0,1,8.0
47,30548.84,3,714,13893.55,48,3287.29,92,0,1,8.83
29,91638.93,3,848,100000.0,48,2346.54,63,1,1,10.39
34,60577.27,3,610,71048.69,84,13659.66,82,0,0,11.49
41,55099.32,3,643,34345.81,84,12152.5,80,0,1,11.05
47,46428.37,3,543,63592.27,60,25454.54,96,0,0,13.71
33,49855.63,3,585,41721.38,12,7829.22,67,0,1,13.42
36,112212.21,2,802,25463.9,24,74634.03,56,1,0,11.53
26,48964.63,2,608,6604.74,72,10597.22,61,1,1,13.27
26,26778.68,2,803,17859.11,24,14282.28,86,2,0,10.88
46,93544.36,3,550,16847.7,36,2083.01,35,1,1,14.16
51,52948.45,1,565,8897.63,36,4384.87,16,11,0,20.0
37,61012.71,2,622,6708.09,48,13625.25,86,0,1,10.2
48,157085.73,3,644,32668.79,48,7448.53,74,1,1,10.65
41,59140.05,2,723,28555.46,36,9775.98,70,1,1,12.04
31,71218.66,3,686,8656.64,36,3581.39,46,2,1,13.84
41,29514.76,3,616,12128.3,60,9154.01,39,2,0,14.94
53,52480.57,3,639,55769.24,84,9122.93,58,3,0,14.13
37,86311.28,3,624,10914.45,24,2488.82,76,0,1,10.43
53,23547.52,3,576,25251.46,24,15406.58,59,1,0,14.95
18,67542.15,3,578,18923.83,48,1480.2,86,2,1,12.69
46,63606.74,1,732,33027.33,60,9742.35,52,1,0,13.44
38,61375.9,3,503,11104.59,60,47362.81,60,1,0,16.68
35,111557.49,2,779,23672.44,60,16003.3,82,2,1,10.17
38,73178.95,1,622,25209.55,72,15903.58,63,1,1,13.41
18,145341.75,3,588,26479.99,36,3302.96,64,0,1,12.49
35,32986.26,1,709,23464.86,24,47527.42,58,3,0,17.76
41,64961.8,2,768,29018.46,48,32103.43,55,4,0,13.62
52,62986.78,0,739,100000.0,60,3485.65,76,1,0,12.62
32,31522.2,1,690,100000.0,48,5040.38,78,0,1,12.99
29,106274.11,1,736,13208.65,84,28414.53,74,0,1,10.87
32,241543.29,0,512,3447.5,60,48832.31,58,1,0,15.84
47,59266.31,3,608,35468.36,60,2287.73,66,1,1,11.61
41,81065.49,3,577,25565.57,24,2969.92,98,0,1,9.96
32,62988.73,2,747,51474.07,24,7017.86,44,3,0,13.71
43,39020.76,3,619,27664.6,60,924.18,100,0,1,10.08
38,20081.29,2,717,23083.73,36,8258.89,71,1,0,12.41
47,39204.07,2,692,54345.94,12,26522.36,66,0,0,13.67
30,25973.32,1,581,60780.51,72,1922.46,87,0,0,12.96
34,166451.83,3,603,7264.48,72,9201.36,32,5,1,15.56
34,55878.46,3,753,11461.11,36,4528.88,94,0,1,8.8
23,48652.01,3,587,20242.22,60,41770.51,100,0,0,12.84
40,102077.98,3,659,23831.18,12,4583.45,89,0,1,9.45
40,30544.79,3,587,18383.59,36,37011.84,32,2,0,18.29
38,37793.09,3,624,31174.81,48,4458.4,83,1,1,12.6
35,62370.23,3,646,48868.28,60,17521.36,99,0,1,11.5
23,110997.33,2,587,87392.76,12,10424.83,97,0,1,10.56
33,80903.39,2,573,35000.95,36,7056.66,44,3,0,15.38
34,69493.96,3,672,11138.17,36,3675.6,88,1,1,9.73
29,62747.29,3,582,19576.77,120,11193.58,100,0,1,10.41
36,76125.72,1,585,20737.9,60,5215.89,70,1,1,14.23
42,67574.89,2,574,33246.75,36,4065.26,43,2,0,14.75
56,32273.98,3,643,30047.49,24,35338.3,84,0,0,13.21
39,61552.61,3,725,100000.0,48,14010.05,88,0,1,10.63
40,31438.45,1,770,15226.45,48,15423.37,67,0,0,12.01
37,62859.01,3,591,29965.45,60,5477.49,48,2,0,13.47
18,44873.88,3,822,100000.0,36,6727.92,87,0,1,9.49
37,250000.0,3,569,13791.87,120,6319.68,56,1,1,12.92
38,58457.97,3,736,24738.57,36,11353.02,77,0,1,10.11
62,25782.63,3,592,10343.31,36,15395.08,98,0,0,12.52
36,55242.72,1,580,23521.48,36,7861.63,40,6,0,18.98
41,81765.87,2,590,11799.66,48,3667.83,86,0,1,11.27
37,163410.12,3,645,50890.97,84,17336.52,66,1,1,10.98
26,42037.97,3,696,24781.56,60,8378.33,66,1,1,11.56
49,23168.37,0,703,10422.08,48,1918.24,79,1,0,11.51
45,97743.52,3,574,43150.71,36,957.86,56,0,0,11.83
45,26150.95,3,570,25431.22,24,10915.04,48,1,0,16.43
28,46087.95,2,576,47205.0,48,3535.2,37,3,0,16.04
52,51299.06,2,641,8794.4,60,12469.76,92,0,1,10.31
23,57424.13,1,633,29586.09,60,3730.81,63,0,1,13.34
43,90535.62,3,573,40891.33,36,9257.47,80,1,1,12.93
59,39728.31,3,671,15698.15,24,5550.25,61,2,1,11.38
28,50805.63,3,831,8044.93,36,46719.68,49,2,0,12.66
32,59363.68,3,609,21305.36,72,20958.84,81,1,1,12.13
38,65496.94,3,615,58835.0,48,31172.67,75,0,0,13.39
32,63493.72,3,694,54216.7,36,8300.31,65,0,1,11.16
22,77777.19,3,605,15634.84,36,18441.54,75,0,1,10.76
38,99340.01,3,703,7891.42,24,8880.83,52,2,1,11.36
27,75779.3,3,592,15600.47,48,35227.82,89,0,1,12.27
42,78601.91,0,796,15141.85,60,7535.93,93,0,1,10.81
28,23171.22,3,677,31481.57,84,2003.22,83,0,1,11.19
53,61706.01,0,600,20251.8,48,1098.15,63,1,0,14.03
30,79833.98,3,602,12056.85,36,42972.31,71,3,0,13.7
34,92722.34,3,608,53285.02,60,13075.62,98,0,1,10.79
46,39521.08,2,759,24645.28,60,13964.27,93,0,1,10.04
25,40318.93,2,548,31204.97,24,35941.5,100,0,0,15.08
40,42426.97,3,596,5541.45,72,1553.5,55,0,1,11.76
51,82606.89,3,605,3167.15,60,5661.24,54,1,0,12.55
21,111338.3,2,648,6974.13,48,6399.21,72,1,1,11.38
39,46888.32,3,628,14996.4,48,17022.23,77,0,1,12.74
40,103236.46,2,530,34929.42,60,4053.6,67,3,1,15.42
45,64478.55,0,618,3381.93,60,2437.25,62,1,0,13.26
25,55571.65,0,642,78769.54,12,2415.48,92,0,0,13.58
24,52742.11,1,599,25246.75,24,25576.21,68,1,0,14.34
43,93710.62,3,704,65397.28,36,3856.32,48,1,0,11.46
40,72790.93,3,723,10842.45,60,4665.65,50,5,1,12.78
40,234566.7,3,643,32961.25,36,15283.03,74,0,1,11.25
41,35906.2,3,668,23580.06,48,4028.12,100,0,1,9.86
31,81704.23,1,477,42368.02,60,1472.99,52,4,0,17.53
40,43585.48,3,616,18269.11,36,1666.2,64,3,1,13.49
40,35540.49,1,730,32163.01,60,7655.6,100,0,0,11.41
30,59485.02,3,616,53196.95,36,13324.08,61,3,1,15.73
56,65017.48,3,591,13082.87,36,6619.37,78,2,1,11.56
42,250000.0,1,832,26736.78,36,12462.04,100,0,1,8.66
26,53611.16,3,795,4864.46,84,1615.12,52,5,1,10.71
44,30390.73,0,687,38638.42,60,1727.96,64,2,0,15.23
28,70530.92,2,741,100000.0,12,77183.11,61,0,0,15.01
45,17243.94,1,471,8139.23,84,27799.8,42,3,0,20.0
49,56660.12,2,586,20473.67,60,17482.78,98,0,1,12.4
29,60452.62,1,612,44550.78,24,4189.24,59,1,0,13.71
47,96448.09,2,631,22587.09,24,6386.83,54,3,0,14.49
42,107384.74,3,610,25136.59,36,8089.5,62,2,1,12.15
46,44260.96,2,445,16110.08,48,30162.24,86,1,0,15.74
56,54700.69,3,680,15638.3,48,12122.07,72,2,1,11.61
35,37809.95,3,693,20550.58,36,13710.45,55,1,1,12.37
30,30429.34,3,778,22773.14,36,6852.34,77,0,1,9.91
29,72109.2,1,586,8559.93,36,17901.95,84,0,1,12.32
29,27885.12,2,580,20893.27,24,10963.45,69,5,0,17.34
37,46687.13,3,435,77251.93,48,8467.77,65,1,0,15.26
41,32954.91,3,626,15751.53,36,3854.19,88,0,1,10.83
40,83267.19,3,722,8186.13,48,7233.14,66,2,1,10.67
46,176461.51,1,601,19513.6,84,2753.06,98,0,1,11.86
38,27420.53,3,821,12435.49,24,7784.28,56,0,1,10.38
52,19696.36,2,629,7550.18,12,8856.54,55,5,0,16.5
35,55551.62,3,661,24620.5,24,731.78,53,2,0,11.36
65,60440.74,3,540,12478.65,48,6435.99,65,4,1,14.05
44,68267.94,1,672,13362.78,60,2500.18,70,0,1,12.2
29,45807.71,3,491,24902.96,48,13341.56,46,4,0,17.38
27,53083.23,2,705,6460.49,48,15323.76,71,1,0,12.63
42,74645.55,3,707,5468.42,36,5290.46,80,0,1,9.74
35,111776.71,3,758,37672.96,36,14030.97,43,2,1,11.85
45,18526.75,3,568,4700.07,36,14633.47,60,1,0,15.13
42,47984.64,2,662,10083.52,48,6440.0,80,1,1,10.83
37,68069.55,2,695,5219.35,36,37582.24,50,2,0,13.51
29,34517.25,3,685,14929.45,60,3924.23,64,2,0,12.28
22,169177.17,3,580,31021.85,48,35290.38,89,1,1,11.66
33,40894.63,3,458,24097.67,36,6469.15,100,0,1,13.34
46,58408.95,2,677,100000.0,48,3486.57,77,2,1,13.6
40,83584.49,2,637,52550.64,84,5701.31,66,3,0,13.96
25,41991.78,3,604,10457.49,12,2698.93,60,3,1,13.29
39,19772.67,3,711,8453.67,36,17757.4,86,0,0,11.38
41,46295.84,3,646,100000.0,36,1631.46,90,0,1,11.47
29,111042.06,3,544,51537.12,48,32519.93,49,5,0,17.52
39,48916.15,3,495,35294.97,36,3178.4,86,1,1,14.91
38,36031.16,2,559,23385.73,84,18707.01,59,1,0,15.78
26,104339.3,1,841,27414.22,48,8301.79,54,0,0,9.88
41,49096.11,3,707,6730.07,72,10623.41,67,0,1,10.54
43,44086.26,3,665,24975.02,36,4491.57,87,1,1,10.79
48,65491.37,3,635,23318.1,60,11531.16,75,2,1,11.86
48,95077.74,3,630,10685.99,36,9274.04,75,1,1,11.31
24,249952.98,2,743,14316.66,36,1885.77,76,1,1,10.17
28,98355.3,0,610,74023.74,72,3094.87,78,1,0,14.51
43,120078.86,3,696,19927.58,24,4717.75,67,2,1,11.39
43,44197.36,3,622,100000.0,84,3808.55,81,0,1,12.47
43,32353.55,3,805,5472.31,48,28362.15,58,2,0,12.73
70,62155.76,3,709,14505.68,120,8160.12,81,1,1,10.32
43,63850.64,3,749,6388.0,48,3719.44,85,0,1,7.63
49,31347.58,2,603,8370.44,60,4960.34,82,3,0,13.8
47,53896.63,3,734,11355.25,12,4892.88,83,0,1,8.85
44,76083.79,3,624,28346.18,48,6075.08,78,0,1,10.29
34,74327.48,3,658,27267.78,60,2764.65,91,1,1,10.72
45,81029.84,3,780,12791.9,60,3590.58,29,3,1,12.34
30,71294.81,1,566,3706.19,36,17441.49,85,0,0,13.13
35,44169.72,1,666,71836.95,36,9753.13,100,0,1,12.51
33,43987.45,2,685,17525.08,36,6958.11,58,1,1,12.49
38,29162.22,2,691,9017.91,24,8124.36,56,1,0,12.49
61,174706.91,3,613,27445.15,36,7742.19,93,0,1,11.16
19,60359.29,3,816,25940.38,60,6573.94,53,1,1,10.03
44,52317.6,3,546,17015.14,36,13590.21,57,0,1,11.88
21,34293.97,3,766,24805.6,36,12621.54,73,4,1,11.43
33,250000.0,1,747,8742.72,84,1682.84,55,3,1,13.23
48,31445.25,3,802,40454.38,12,7104.17,85,0,0,8.38
38,46290.46,2,522,9921.97,48,1797.55,55,2,0,14.55
27,76841.65,1,580,13569.02,60,15299.53,76,0,0,12.35
30,85830.34,3,769,37013.63,60,17459.98,75,1,1,9.85
44,106378.55,3,499,57708.93,60,4399.39,99,0,1,12.31
30,177116.88,3,521,78324.81,60,7210.12,90,1,1,12.17
40,81120.79,0,610,51258.6,24,980.99,60,5,0,16.59
38,31773.3,3,665,16996.15,48,21435.2,47,0,0,14.07
31,51319.85,2,777,6420.0,60,16476.23,85,1,1,11.66
59,72020.02,0,635,67781.49,24,25593.28,58,2,0,16.81
44,207095.56,3,601,65943.71,12,35830.12,63,3,1,13.35
18,25882.35,3,674,12866.97,60,2382.46,50,1,1,12.7
39,123197.73,3,687,46025.52,60,19693.51,82,0,1,11.18
31,66699.23,3,685,16886.3,36,35571.66,58,1,1,13.3
46,98982.5,3,635,73205.18,84,1817.87,69,2,1,11.81
30,56319.9,3,493,14590.24,60,6828.01,69,3,0,15.3
36,36117.78,3,576,100000.0,84,5634.13,73,0,1,12.76
43,93950.53,3,763,41311.51,84,19062.19,81,1,1,9.93
46,88668.38,3,664,92784.59,48,739.56,65,1,1,12.01
25,107283.93,3,624,15198.65,60,49809.34,56,1,0,13.7
34,59398.08,1,739,30455.55,60,7240.63,36,2,0,13.63
33,41777.23,3,559,10143.38,60,20253.73,71,0,1,14.06
31,23499.34,3,631,43268.99,60,7629.39,67,1,0,13.58
55,97892.38,2,661,45217.22,36,13254.93,57,2,1,13.3
42,77213.82,3,614,100000.0,36,795.19,71,1,1,13.07
25,33541.22,0,658,32390.87,36,5514.4,85,0,0,13.55
47,43341.06,3,634,39311.62,60,18915.96,90,0,0,12.57
59,45249.4,3,538,15113.38,60,10815.47,42,2,0,15.2
48,24592.81,2,664,33965.6,48,1576.81,63,1,1,13.95
22,36658.13,3,543,16253.88,48,8616.42,87,0,1,12.95
33,30324.21,3,663,24165.68,60,3573.35,98,0,1,10.34
50,46747.34,3,759,25326.65,36,3276.66,55,2,1,11.84
30,38437.22,2,627,16616.58,24,1771.01,94,0,0,10.78
42,22556.92,3,556,23164.03,48,15043.52,45,3,0,18.12
45,201501.91,3,639,16313.75,72,24661.89,90,1,1,11.05
28,126946.93,3,583,16255.96,60,67517.57,64,0,1,13.26
37,37518.46,3,697,52121.44,36,1855.58,98,0,1,9.46
18,70505.98,3,638,25344.85,24,17454.84,61,2,1,12.41
27,76916.76,3,786,29075.55,48,18641.98,64,0,1,9.84
35,122351.28,3,743,6864.76,60,4534.61,67,1,1,9.24
25,36637.84,2,637,30907.89,60,3237.06,42,2,0,15.45
54,115296.7,3,707,33669.2,36,2736.01,38,2,1,11.36
23,43099.08,3,618,16015.77,24,4782.16,79,0,1,11.9
33,26862.39,3,652,100000.0,72,9923.11,87,0,1,12.04
39,92455.43,0,621,3528.46,36,31574.72,80,0,0,12.7
52,129891.54,1,711,41253.6,36,24473.31,47,3,0,14.05
23,250000.0,2,764,38958.17,60,1610.96,78,0,1,8.93
49,29148.68,2,713,33971.13,120,3681.8,52,3,0,14.55
38,91067.09,3,723,25361.06,60,29721.93,77,0,1,9.43
28,46822.51,0,723,34219.24,48,3900.68,90,0,0,11.02
42,95799.74,3,694,44114.35,36,7654.78,76,1,1,10.56
39,24777.87,2,558,12323.83,12,1472.49,96,0,0,11.98
31,28066.67,2,786,27983.11,36,25668.85,67,1,0,14.19
38,37589.31,3,794,19021.91,48,1196.61,66,2,1,10.39
34,62779.16,2,631,9181.86,36,1567.42,71,1,0,11.67
39,40755.71,3,620,39094.46,72,23174.71,45,0,0,14.83
44,88914.69,1,698,14023.81,36,55274.21,62,3,0,15.07
53,110872.57,3,694,6645.62,48,6059.54,64,1,1,10.41
25,85797.62,3,633,14309.97,48,7732.11,64,1,1,11.79
59,158145.79,3,549,11624.62,48,20096.07,74,1,1,11.22
18,76841.18,2,674,50150.47,36,10823.21,43,3,0,15.27
36,28849.9,3,694,24898.29,72,5579.09,49,1,0,13.11
43,135676.13,3,708,66563.14,36,4986.78,90,0,1,10.21
40,41643.74,3,677,12922.88,60,1691.21,33,2,1,12.5
31,103388.72,3,628,44326.41,48,10228.59,81,0,1,11.27
35,153928.04,2,729,100000.0,24,7391.48,63,1,1,10.48
33,78748.37,3,655,29284.86,48,5229.93,72,1,1,10.25
32,24399.18,0,612,43884.62,48,2975.55,98,0,0,13.27
46,34512.36,0,635,38361.67,72,3292.72,67,1,0,14.49
41,132408.44,3,510,7060.98,72,15038.62,81,1,1,13.35
31,54096.59,1,635,35194.81,36,19568.25,71,0,0,14.39
46,62802.12,0,705,28146.13,24,5842.32,68,4,0,15.51
41,94399.84,2,677,17893.67,36,5258.08,65,1,1,11.99
46,90925.31,3,771,10859.23,120,3450.77,82,0,1,8.55
44,70776.33,3,628,38375.96,12,20677.88,56,2,1,13.11
29,52828.12,3,688,10118.06,60,8358.18,49,2,1,13.2
32,49632.39,2,713,100000.0,48,11706.52,71,0,0,12.78
45,100181.55,3,837,24132.99,48,11596.63,73,2,1,8.35
44,83461.58,3,661,8277.98,36,5956.86,37,3,1,13.71
37,51308.93,3,566,14600.38,36,2526.63,69,0,1,11.62
39,114607.37,2,717,17632.38,36,2992.51,47,2,1,13.34
50,55413.56,3,799,100000.0,24,25031.38,81,0,1,9.77
32,35918.32,3,624,10854.43,24,3921.84,37,4,0,15.04
43,37972.5,0,717,20070.9,24,5375.67,100,0,0,11.26
35,33281.45,0,748,14324.65,48,2606.1,63,1,0,12.41
35,50845.86,1,731,32840.14,36,2401.7,54,1,0,13.9
48,125521.78,3,660,14508.55,36,3754.97,64,2,1,12.68
46,36936.03,1,594,8855.15,36,43844.61,80,1,0,14.83
46,67042.73,3,643,18840.5,36,15647.05,86,2,1,12.18
51,40375.82,1,686,17335.04,36,4784.86,65,1,0,12.71
38,51216.37,3,722,13714.44,36,23929.73,44,1,0,13.01
44,24196.79,2,676,14313.4,60,6958.37,48,2,0,14.36
34,52453.22,3,619,56826.42,24,31392.99,75,2,0,14.37
41,53304.54,3,694,17055.16,84,73993.34,87,0,0,11.65
36,82799.12,0,718,8890.14,24,22655.59,90,0,0,11.06
38,68457.51,3,680,15219.11,84,8906.63,73,2,1,11.4
43,29172.0,0,583,23005.04,60,16306.35,87,2,0,16.58
29,114750.9,3,635,7562.71,60,8226.13,100,0,1,9.1
58,67926.52,3,725,80884.89,72,1292.07,91,0,1,10.76
27,67442.87,0,539,44093.32,24,4210.66,86,0,0,14.57
25,59545.18,1,482,69157.25,36,3128.81,55,4,0,19.07
49,43885.78,2,770,30142.83,36,4118.35,87,0,1,9.58
45,68232.85,3,690,4125.91,36,48711.55,78,0,1,10.82
44,79646.48,3,698,75227.11,36,24888.22,81,2,0,13.06
44,20991.28,3,563,11038.51,48,12592.85,92,1,0,13.09
37,43336.2,2,709,11781.09,12,18257.71,76,1,1,10.74
29,51381.42,0,672,24960.76,36,1221.56,68,1,0,13.61
38,69821.86,3,523,66342.36,36,16784.04,50,1,0,15.05
31,122514.74,0,763,51155.73,48,20735.95,64,4,1,14.04
47,37682.67,3,662,45479.86,120,862.86,73,2,1,13.0
36,44410.13,2,618,17163.47,48,17417.6,74,1,0,12.88
29,44023.53,0,619,16948.15,36,1950.67,74,0,0,12.15
34,37015.18,3,488,29049.45,36,1130.02,87,1,1,14.39
42,48615.03,3,697,19849.68,60,30525.52,85,1,1,11.89
32,95080.7,3,670,44866.84,24,2960.02,68,3,0,13.25
29,31815.18,1,634,42791.47,84,3960.21,54,2,0,15.76
40,77395.87,1,752,35350.69,36,21798.68,76,0,0,11.64
40,21565.68,3,539,2919.68,36,5971.55,100,0,1,11.66
32,42753.11,3,602,24401.28,120,6767.15,75,1,1,12.64
33,49133.99,3,581,20189.48,84,6620.41,64,1,0,13.65
40,163556.83,1,627,25195.49,48,11471.25,79,0,1,12.35
23,50772.93,3,655,12046.63,12,6461.82,80,2,1,11.22
23,15982.57,3,684,7632.5,60,9082.69,80,0,0,11.93
30,18045.77,3,622,31904.77,36,4897.31,94,0,0,11.5
35,61109.2,3,579,16563.54,36,11519.77,76,2,1,12.89
41,86531.39,3,784,34882.98,36,11090.49,93,0,1,8.57
52,75002.26,3,842,12877.91,48,54061.95,74,0,1,9.2
46,66207.04,3,661,68372.67,60,5534.46,97,0,1,10.71
36,120253.32,3,589,49062.58,36,6740.13,91,0,1,11.16
37,43314.61,3,768,27930.14,84,10288.94,86,1,1,9.83
27,102431.17,3,534,18571.24,36,21256.87,84,0,0,12.56
37,22489.21,3,623,43561.42,24,2720.08,100,0,1,10.9
35,34788.12,0,594,30152.96,48,8987.38,89,0,0,14.8
41,20247.27,0,557,26658.61,60,659.96,54,1,0,16.38
29,50771.62,2,627,50730.99,84,6176.26,74,0,0,12.92
43,58235.08,1,580,68956.35,60,23688.07,65,0,0,14.84
53,64116.75,2,651,8087.47,36,3920.04,100,0,1,9.79
36,62139.06,2,652,9506.14,120,9670.52,92,1,1,11.28
42,34319.47,2,600,11799.25,72,4774.74,100,0,1,11.85
44,53415.46,3,620,6621.39,36,3430.97,56,1,0,11.89
33,24380.33,1,631,20948.06,48,21407.27,89,0,0,15.49
40,135664.12,0,714,35599.72,48,2849.05,45,3,0,13.98
38,49902.4,3,638,21652.27,36,10861.34,41,2,0,14.15
38,44652.62,3,715,14367.19,120,11029.75,62,1,1,11.0
30,155338.86,3,696,54239.58,24,3457.15,97,0,1,9.88
38,28414.42,3,695,24647.85,48,9468.12,52,3,0,15.09
42,30474.57,3,761,28980.73,36,3181.32,69,0,1,10.45
52,31016.29,3,560,55458.37,48,13654.06,91,0,0,13.08
47,57484.88,3,612,19958.42,60,2175.59,85,3,1,11.59
59,77573.33,3,791,100000.0,36,5769.81,100,0,1,8.81
30,93321.45,3,629,15394.23,36,6293.22,70,1,1,11.59
46,250000.0,3,424,100000.0,84,24660.43,62,4,1,17.53
39,15527.07,3,633,10099.2,60,9321.17,50,5,0,16.05
59,86270.36,1,660,33322.49,48,21057.53,63,1,0,13.57
29,42861.17,3,440,13173.65,36,14110.73,50,2,0,16.87
29,42114.65,3,756,53941.36,36,14020.88,37,2,0,13.04
32,41280.14,3,592,15024.15,60,5814.25,100,0,1,10.79
18,34708.44,3,676,27797.38,60,22491.8,70,1,0,13.04
32,164508.07,3,631,13089.51,36,5675.02,100,0,1,8.91
30,99248.13,3,546,46619.78,60,1436.8,54,1,0,13.29
39,60713.27,3,564,13035.07,24,6536.86,62,1,1,12.77
41,134673.61,0,575,84688.23,12,12752.42,56,2,0,16.93
56,24160.7,3,736,9928.87,48,1625.18,58,2,1,11.16
47,26945.64,2,638,7506.3,36,3343.92,85,0,1,10.63
32,16207.34,0,608,47157.19,24,2367.08,80,0,0,14.75
29,39353.94,3,575,13721.03,60,17795.79,85,0,0,13.1
42,65974.21,2,745,21899.3,48,43168.34,94,1,0,11.99
24,63685.69,3,767,17021.07,60,6570.21,89,2,1,10.38
56,65486.88,2,744,7707.22,60,13787.68,51,3,1,12.89
49,25677.38,1,689,20710.69,60,13433.67,60,2,0,15.35
33,96944.39,3,673,60592.88,36,38322.67,72,4,0,13.8
20,69132.24,2,552,49143.98,36,4219.4,100,0,1,13.09
51,92951.45,3,630,26514.16,48,6503.66,83,0,1,10.46
36,19232.23,3,595,53627.36,36,5763.1,71,1,0,13.69
50,72178.28,3,503,9436.92,60,8737.39,82,1,1,12.69
22,29358.6,3,734,16977.37,48,80000.0,59,1,0,14.18
32,47174.37,3,594,30231.63,36,8356.64,74,0,1,12.31
38,82505.39,3,745,19844.22,48,3447.1,87,0,1,8.65
38,63237.72,3,720,18079.63,84,2554.22,69,1,1,10.09
33,35920.95,1,694,8429.43,24,28357.45,56,4,0,16.36
44,60099.93,3,699,4166.9,24,3431.48,68,0,1,9.66
27,23886.74,3,600,42374.12,60,15734.12,64,1,0,16.01
36,119391.16,3,798,26757.69,24,4106.43,45,1,1,8.91
39,52935.51,3,653,45324.31,12,2283.14,59,1,0,12.79
43,117140.57,3,674,15525.07,36,14841.75,44,2,1,13.23
45,43655.34,3,598,12453.76,48,4312.42,47,2,1,12.61
26,43732.83,3,575,22142.15,48,12399.68,49,3,0,15.41
22,37853.85,2,688,43623.87,48,13350.15,87,1,0,13.29
50,101286.09,1,667,18303.33,72,13992.34,96,0,1,10.39
41,39118.13,3,586,41832.47,60,6197.19,42,0,0,14.3
30,88146.66,3,534,9847.31,120,16093.71,98,0,1,10.83
53,47597.17,2,548,19357.64,48,3221.02,49,2,0,15.13
39,18295.71,0,745,20824.98,24,696.39,83,0,0,12.59
49,42523.48,2,600,58753.85,84,16430.46,74,2,0,16.22
38,29511.49,3,622,26006.5,12,9562.37,81,0,1,12.52
58,61104.55,3,766,89041.87,60,4402.47,49,0,1,10.21
